"phase","tier","family","design_case_id","bf_prior_id","chunk_id","replicate_start","replicate_end","seed"
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",6,5001,6000,26261021
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",7,6001,7000,27261024
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",8,7001,8000,28261027
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",9,8001,9000,29261030
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",10,9001,10000,30261033
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dpoint-0p5-usd1-short",1,1,1000,21261006
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dpoint-0p5-usd1-short",2,1001,2000,22261009
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dpoint-0p5-usd1-short",3,2001,3000,23261012
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dpoint-0p5-usd1-short",4,3001,4000,24261015
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dpoint-0p5-usd1-short",5,4001,5000,25261018
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dpoint-0p5-usd1-short",6,5001,6000,26261021
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dpoint-0p5-usd1-short",7,6001,7000,27261024
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dpoint-0p5-usd1-short",8,7001,8000,28261027
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dpoint-0p5-usd1-short",9,8001,9000,29261030
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dpoint-0p5-usd1-short",10,9001,10000,30261033
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",1,1,1000,21261006
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",2,1001,2000,22261009
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",3,2001,3000,23261012
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",4,3001,4000,24261015
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",5,4001,5000,25261018
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",6,5001,6000,26261021
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",7,6001,7000,27261024
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",8,7001,8000,28261027
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",9,8001,9000,29261030
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dpoint-0p5-usd1-short",10,9001,10000,30261033
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dpoint-0p5-usd1-short",1,1,1000,21261006
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dpoint-0p5-usd1-short",2,1001,2000,22261009
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dpoint-0p5-usd1-short",3,2001,3000,23261012
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dpoint-0p5-usd1-short",4,3001,4000,24261015
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dpoint-0p5-usd1-short",5,4001,5000,25261018
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dpoint-0p5-usd1-short",6,5001,6000,26261021
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dpoint-0p5-usd1-short",7,6001,7000,27261024
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dpoint-0p5-usd1-short",8,7001,8000,28261027
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dpoint-0p5-usd1-short",9,8001,9000,29261030
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dpoint-0p5-usd1-short",10,9001,10000,30261033
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dpoint-0p5-usd1-short",1,1,1000,21261006
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dpoint-0p5-usd1-short",2,1001,2000,22261009
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dpoint-0p5-usd1-short",3,2001,3000,23261012
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dpoint-0p5-usd1-short",4,3001,4000,24261015
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dpoint-0p5-usd1-short",5,4001,5000,25261018
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dpoint-0p5-usd1-short",6,5001,6000,26261021
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dpoint-0p5-usd1-short",7,6001,7000,27261024
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dpoint-0p5-usd1-short",8,7001,8000,28261027
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dpoint-0p5-usd1-short",9,8001,9000,29261030
"materialize_bf_prior","short","z","z-dpoint-0p5-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dpoint-0p5-usd1-short",10,9001,10000,30261033
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p5-s0p1-usd1-short",1,1,1000,21261007
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p5-s0p1-usd1-short",2,1001,2000,22261010
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p5-s0p1-usd1-short",3,2001,3000,23261013
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p5-s0p1-usd1-short",4,3001,4000,24261016
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p5-s0p1-usd1-short",5,4001,5000,25261019
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p5-s0p1-usd1-short",6,5001,6000,26261022
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p5-s0p1-usd1-short",7,6001,7000,27261025
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p5-s0p1-usd1-short",8,7001,8000,28261028
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p5-s0p1-usd1-short",9,8001,9000,29261031
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p5-s0p1-usd1-short",10,9001,10000,30261034
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p5-s0p1-usd1-short",1,1,1000,21261007
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p5-s0p1-usd1-short",2,1001,2000,22261010
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p5-s0p1-usd1-short",3,2001,3000,23261013
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p5-s0p1-usd1-short",4,3001,4000,24261016
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p5-s0p1-usd1-short",5,4001,5000,25261019
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p5-s0p1-usd1-short",6,5001,6000,26261022
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p5-s0p1-usd1-short",7,6001,7000,27261025
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p5-s0p1-usd1-short",8,7001,8000,28261028
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p5-s0p1-usd1-short",9,8001,9000,29261031
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p5-s0p1-usd1-short",10,9001,10000,30261034
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",1,1,1000,21261007
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",2,1001,2000,22261010
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",3,2001,3000,23261013
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",4,3001,4000,24261016
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",5,4001,5000,25261019
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",6,5001,6000,26261022
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",7,6001,7000,27261025
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",8,7001,8000,28261028
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",9,8001,9000,29261031
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",10,9001,10000,30261034
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dnorm-0p5-s0p1-usd1-short",1,1,1000,21261007
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dnorm-0p5-s0p1-usd1-short",2,1001,2000,22261010
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dnorm-0p5-s0p1-usd1-short",3,2001,3000,23261013
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dnorm-0p5-s0p1-usd1-short",4,3001,4000,24261016
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dnorm-0p5-s0p1-usd1-short",5,4001,5000,25261019
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dnorm-0p5-s0p1-usd1-short",6,5001,6000,26261022
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dnorm-0p5-s0p1-usd1-short",7,6001,7000,27261025
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dnorm-0p5-s0p1-usd1-short",8,7001,8000,28261028
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dnorm-0p5-s0p1-usd1-short",9,8001,9000,29261031
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-bf01-normal-null0-pm0p2-psd0p3-on-z-dnorm-0p5-s0p1-usd1-short",10,9001,10000,30261034
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",1,1,1000,21261007
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",2,1001,2000,22261010
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",3,2001,3000,23261013
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",4,3001,4000,24261016
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",5,4001,5000,25261019
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",6,5001,6000,26261022
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",7,6001,7000,27261025
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",8,7001,8000,28261028
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",9,8001,9000,29261031
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-dirbf01-directional-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",10,9001,10000,30261034
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dnorm-0p5-s0p1-usd1-short",1,1,1000,21261007
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dnorm-0p5-s0p1-usd1-short",2,1001,2000,22261010
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dnorm-0p5-s0p1-usd1-short",3,2001,3000,23261013
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dnorm-0p5-s0p1-usd1-short",4,3001,4000,24261016
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dnorm-0p5-s0p1-usd1-short",5,4001,5000,25261019
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dnorm-0p5-s0p1-usd1-short",6,5001,6000,26261022
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dnorm-0p5-s0p1-usd1-short",7,6001,7000,27261025
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dnorm-0p5-s0p1-usd1-short",8,7001,8000,28261028
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dnorm-0p5-s0p1-usd1-short",9,8001,9000,29261031
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p35355339-on-z-dnorm-0p5-s0p1-usd1-short",10,9001,10000,30261034
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",1,1,1000,21261007
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",2,1001,2000,22261010
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",3,2001,3000,23261013
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",4,3001,4000,24261016
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",5,4001,5000,25261019
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",6,5001,6000,26261022
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",7,6001,7000,27261025
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",8,7001,8000,28261028
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",9,8001,9000,29261031
"materialize_bf_prior","short","z","z-dnorm-0p5-s0p1-usd1-short","z-nmbf01-moment-null0-psd0p70710678-on-z-dnorm-0p5-s0p1-usd1-short",10,9001,10000,30261034
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p2-s0p3-usd1-short",1,1,1000,21261008
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p2-s0p3-usd1-short",2,1001,2000,22261011
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p2-s0p3-usd1-short",3,2001,3000,23261014
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p2-s0p3-usd1-short",4,3001,4000,24261017
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p2-s0p3-usd1-short",5,4001,5000,25261020
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p2-s0p3-usd1-short",6,5001,6000,26261023
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p2-s0p3-usd1-short",7,6001,7000,27261026
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p2-s0p3-usd1-short",8,7001,8000,28261029
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p2-s0p3-usd1-short",9,8001,9000,29261032
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p2-psd0-on-z-dnorm-0p2-s0p3-usd1-short",10,9001,10000,30261035
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p2-s0p3-usd1-short",1,1,1000,21261008
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p2-s0p3-usd1-short",2,1001,2000,22261011
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p2-s0p3-usd1-short",3,2001,3000,23261014
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p2-s0p3-usd1-short",4,3001,4000,24261017
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p2-s0p3-usd1-short",5,4001,5000,25261020
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p2-s0p3-usd1-short",6,5001,6000,26261023
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p2-s0p3-usd1-short",7,6001,7000,27261026
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p2-s0p3-usd1-short",8,7001,8000,28261029
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p2-s0p3-usd1-short",9,8001,9000,29261032
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-point-null0-pm0p5-psd0-on-z-dnorm-0p2-s0p3-usd1-short",10,9001,10000,30261035
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p2-s0p3-usd1-short",1,1,1000,21261008
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p2-s0p3-usd1-short",2,1001,2000,22261011
"materialize_bf_prior","short","z","z-dnorm-0p2-s0p3-usd1-short","z-bf01-normal-null0-pm0-psd0p70710678-on-z-dnorm-0p2-s0p3-usd1-short",3,2001,3000,23261014
